"person_id","screening_date","arnold_fta_raw","arnold_fta","arnold_nca_raw","arnold_nca","arnold_nvca_raw","arnold_nvca","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","general_two_year","general_six_month","years","recidnot","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_two_year","violent_six_month","nullcharge","sex","race","age_at_current_charge","p_charges"
2401,2014-03-17,1,2,4,3,2,"No",1,13,1,-1.69,1,-3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,5
2402,2013-05-28,2,3,6,4,3,"No",6,24,7,-0.01,1,-3.32,1,0,0.726899383983573,0,0,0,0,1,0,0,0,0,0,0,0,1,"African-American",43,24
241,2013-03-10,4,4,5,4,2,"No",2,16,4,-0.98,4,-2.17,1,0,0.624401095140315,0,0,0,1,0,0,0,0,0,0,0,0,0,"African-American",23,3
2410,2013-10-21,2,3,6,4,5,"Yes",3,19,4,-0.92,2,-2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Hispanic",31,7
2411,2013-01-19,2,3,5,4,4,"Yes",7,25,5,-0.62,2,-2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",36,8
2415,2013-01-31,1,2,1,2,1,"No",2,17,1,-1.64,1,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",45,3
2422,2014-01-29,1,2,2,2,4,"Yes",1,14,2,-1.31,2,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",24,3
2427,2013-05-01,4,4,9,6,3,"No",4,21,10,0.69,7,-1.49,1,0,1.45225872689938,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",27,12
244,2013-05-02,2,3,9,6,4,"Yes",4,21,7,-0.29,4,-2.06,1,1,0.0383299110198494,0,0,0,0,1,0,0,0,1,0,0,0,0,"Caucasian",27,14
2443,2013-05-11,2,3,8,5,5,"Yes",2,16,6,-0.24,2,-2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",26,16
2445,2013-01-19,2,3,7,5,6,"Yes",3,18,5,-0.36,2,-2.64,0,0,2.92488021902806,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",28,16
245,2013-03-02,1,2,1,2,3,"No",4,21,7,0.06,8,-1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,8
2453,2013-11-30,4,4,7,5,5,"Yes",3,18,7,-0.19,1,-3,1,0,1.68309377138946,0,0,0,0,1,0,0,0,0,0,0,0,0,"Caucasian",49,7
2454,2013-06-14,1,2,2,2,4,"Yes",1,13,1,-1.69,1,-3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",29,2
2456,2013-02-21,2,3,7,5,2,"No",7,27,6,-0.26,1,-2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",40,18
246,2013-09-26,2,3,7,5,4,"Yes",2,16,2,-1.3,1,-3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",46,7
2460,2013-09-26,2,3,5,4,5,"Yes",9,31,4,-0.68,1,-3.4,1,1,0.213210130047912,0,0,0,1,0,0,0,1,0,1,1,0,1,"Caucasian",55,6
2464,2013-05-29,2,3,9,6,4,"Yes",6,25,9,0.46,6,-1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",54,20
2465,2013-01-14,1,2,3,3,1,"No",3,20,7,0.05,6,-1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",34,4
2474,2013-05-04,2,3,9,6,4,"Yes",6,24,7,0.02,4,-2.17,1,1,0.377138945927447,0,0,0,1,0,0,0,1,0,1,0,0,1,"African-American",42,18
2474,2013-12-28,2,3,9,6,6,"Yes",5,22,6,-0.2,3,-2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",43,22
2476,2013-08-30,4,4,5,4,2,"No",3,19,8,0.27,4,-2.1,1,0,0.508213552361396,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",23,15
2479,2013-02-18,2,3,6,4,6,"Yes",3,19,7,0,4,-2.1,1,1,0.438569472963723,0,1,0,0,1,1,0,0,1,0,0,0,1,"African-American",28,11
2485,2013-10-08,1,2,2,2,4,"Yes",1,13,2,-1.31,2,-2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",29,3
2486,2013-11-08,2,3,5,4,5,"Yes",8,27,6,-0.5,2,-2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",31,9
2487,2013-11-07,3,4,4,3,3,"No",2,17,5,-0.32,5,-1.8,1,0,1.13809034907598,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",29,8
249,2013-02-11,0,1,0,1,0,"No",1,13,1,-1.56,1,-3.08,1,1,0.0602327173169062,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",42,10
2493,2014-03-14,4,4,8,5,4,"Yes",1,14,6,-0.57,2,-2.82,1,1,0.0711841204654346,0,0,1,1,0,0,1,1,0,1,1,0,0,"Caucasian",30,10
2494,2013-12-24,1,2,4,3,5,"Yes",1,13,7,-0.36,5,-1.88,1,1,0.14356605065024,0,0,1,0,1,0,1,0,1,1,1,0,0,"African-American",20,3
2494,2014-02-16,2,3,8,5,5,"Yes",1,13,7,-0.23,5,-1.88,1,0,0.59154688569473,0,0,1,1,0,0,0,0,0,1,0,0,0,"African-American",21,4
2497,2013-10-18,0,1,0,1,2,"No",1,12,1,-2.54,1,-4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",50,2
2498,2013-09-29,2,3,5,4,4,"Yes",3,18,2,-1.3,1,-3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",47,5
2499,2013-01-04,2,3,6,4,3,"No",10,35,7,-0.09,2,-2.92,1,1,0.140828199863107,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",52,6
2503,2014-01-05,6,5,6,4,2,"No",3,18,5,-0.76,2,-2.78,1,0,0.607973990417522,0,0,0,1,0,0,0,0,0,0,0,0,0,"African-American",29,9
2507,2013-03-17,2,3,7,5,4,"Yes",6,24,6,-0.26,2,-2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",25,10
2509,2013-10-31,0,1,2,2,3,"No",1,14,5,-0.38,8,-1.1,1,1,0.0109514031485284,0,0,0,1,0,0,0,1,0,1,1,0,1,"African-American",18,6
2511,2014-02-11,2,3,6,4,5,"Yes",3,19,3,-1,3,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",34,6
2513,2013-10-09,6,5,11,6,7,"Yes",2,16,10,0.85,9,-0.73,1,1,0.0109514031485284,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",19,21
2515,2013-11-02,2,3,7,5,4,"Yes",3,18,10,0.91,5,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,26
2516,2013-01-16,0,1,2,2,0,"No",1,12,3,-0.8,6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",20,5
2520,2013-05-05,4,4,8,5,4,"Yes",2,16,5,-0.38,7,-1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,12
2521,2013-11-15,1,2,4,3,4,"Yes",1,11,5,-0.81,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",21,2
2523,2014-03-22,2,3,9,6,4,"Yes",3,18,3,-0.79,1,-3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",55,32
2532,2013-08-17,2,3,6,4,6,"Yes",7,26,7,0.04,5,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",23,10
254,2013-09-17,1,2,3,3,3,"No",1,11,2,-1.07,3,-2.28,1,1,0.0860711841204654,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",22,2
2541,2013-03-11,1,2,0,1,1,"No",3,20,2,-1.24,1,-3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",42,3
2543,2013-01-21,2,3,8,5,3,"No",6,24,8,0.28,4,-2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",33,38
2548,2013-02-08,1,2,1,2,1,"No",2,17,6,-0.24,4,-2.22,1,1,0.149041752224504,0,0,0,0,1,0,0,0,1,1,1,0,1,"African-American",27,4
2560,2013-11-22,1,2,3,3,4,"Yes",2,17,8,0.26,9,-0.81,1,0,0.632614647501711,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",19,3
2562,2013-08-20,2,3,5,4,5,"Yes",1,15,4,-0.56,4,-2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",24,9
2564,2013-01-21,1,2,2,2,3,"No",3,20,1,-1.52,2,-2.56,1,1,0.0328542094455852,0,1,0,1,0,1,0,1,0,0,0,0,1,"Other",31,4
2566,2013-01-02,1,2,1,2,1,"No",1,14,9,0.41,4,-2.09,1,1,0.0027378507871321,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",23,5
2567,2013-01-04,1,2,1,2,3,"No",3,18,6,-0.29,3,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",35,2
2571,2013-08-29,2,3,6,4,2,"No",1,14,8,0.11,5,-1.76,1,1,0.116187542778919,0,1,0,0,1,1,0,0,1,0,0,0,1,"African-American",21,6
2571,2013-12-22,2,3,7,5,2,"No",3,19,9,0.57,8,-1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",21,9
2573,2013-03-17,2,3,6,4,3,"No",3,19,6,-0.54,2,-2.69,1,1,0.382614647501711,0,0,0,1,0,0,0,1,0,0,0,0,0,"Caucasian",41,11
2574,2013-04-02,2,3,7,5,2,"No",5,22,7,-0.05,6,-1.55,0,0,2.35523613963039,1,0,0,0,0,0,0,0,0,0,0,0,1,"Caucasian",20,12
2578,2014-03-30,2,3,9,6,6,"Yes",8,28,4,-0.74,2,-2.89,1,0,0.879876796714579,0,0,1,0,1,0,0,0,0,1,0,0,1,"Other",61,36
258,2013-02-18,2,3,7,5,6,"Yes",6,23,7,-0.19,3,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",29,9
2583,2013-09-12,1,2,3,3,5,"Yes",6,24,3,-1.13,4,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",32,5
2584,2013-05-06,2,3,6,4,5,"Yes",1,14,7,-0.05,5,-1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",20,7
2587,2014-03-11,2,3,9,6,7,"Yes",2,16,9,0.54,9,-0.81,1,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",20,12
2588,2013-10-14,2,3,4,3,4,"Yes",2,16,3,-0.92,3,-2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",29,6
2589,2013-05-22,2,3,4,3,2,"No",3,18,4,-0.92,2,-2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Hispanic",31,8
259,2013-03-05,2,3,4,3,2,"No",1,13,1,-2.06,1,-3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",49,7
2593,2013-05-17,1,2,3,3,1,"No",5,22,5,-0.67,3,-2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",23,3
2594,2013-02-10,1,2,1,2,3,"No",1,15,1,-2.37,1,-3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",46,2
26,2013-04-18,2,3,7,5,6,"Yes",6,25,9,0.5,9,-0.63,1,1,0.0833333333333333,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",18,5
260,2013-02-05,2,3,6,4,3,"No",6,24,4,-0.64,1,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",58,13
2602,2013-10-07,4,4,5,4,2,"No",4,21,2,-1.05,1,-3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",44,9
2603,2013-08-20,2,3,9,6,6,"Yes",7,27,7,0.05,2,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",50,53
2604,2013-04-20,2,3,4,3,2,"No",1,15,6,-0.26,2,-2.63,1,0,0.64356605065024,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",31,17
2609,2013-02-27,6,5,10,6,3,"No",2,16,7,-0.07,4,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,28
2611,2013-02-01,1,2,2,2,2,"No",1,11,2,-1.5,2,-2.82,0,0,2.49058863791923,1,0,0,0,0,0,0,0,0,0,0,0,0,"African-American",26,2
2614,2014-01-06,6,5,6,4,4,"Yes",3,19,4,-0.54,3,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",26,14
2616,2013-01-18,1,2,3,3,1,"No",1,14,5,-0.35,5,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",19,5
2618,2014-01-13,2,3,9,6,6,"Yes",6,25,9,0.56,7,-1.37,1,1,0.449520876112252,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",32,35
2620,2014-01-22,2,3,7,5,4,"Yes",3,18,9,0.4,6,-1.65,1,1,0.149041752224504,0,0,0,1,0,0,0,1,0,1,1,0,1,"African-American",22,10
2623,2014-03-21,2,3,4,3,2,"No",2,17,2,-1.37,1,-3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",35,18
2625,2014-01-27,2,3,4,3,4,"Yes",6,24,2,-1.26,1,-3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",49,7
2630,2013-01-17,2,3,7,5,4,"Yes",3,20,6,-0.13,6,-1.53,0,0,2.51095140314853,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",25,18
2632,2014-01-16,2,3,5,4,2,"No",2,16,1,-1.46,1,-3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",54,8
2633,2013-11-19,2,3,9,6,6,"Yes",9,33,9,0.4,7,-1.38,1,0,1.40451745379877,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",43,29
2634,2013-03-19,6,5,11,6,6,"Yes",6,24,6,-0.13,4,-2.22,1,0,0.508213552361396,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",23,23
2634,2013-12-18,6,5,11,6,6,"Yes",2,17,7,-0.01,8,-1.05,1,1,0.116187542778919,0,0,0,0,1,0,0,0,1,1,1,0,1,"Caucasian",24,25
2644,2013-12-03,0,1,0,1,0,"No",1,15,3,-0.99,2,-2.76,1,1,0.336071184120465,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",27,2
265,2013-03-18,2,3,6,4,4,"Yes",1,15,6,-0.3,6,-1.53,1,0,1.3184462696783,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",25,7
2651,2013-08-02,2,3,5,4,4,"Yes",4,21,2,-1.34,2,-2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",56,5
2656,2013-05-17,1,2,4,3,1,"No",2,16,1,-1.95,1,-3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",55,4
2657,2013-03-06,0,1,1,2,3,"No",1,15,1,-1.79,1,-3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",46,3
2658,2014-01-06,0,1,0,1,2,"No",3,19,3,-0.92,2,-2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",27,7
266,2013-08-29,2,3,4,3,2,"No",2,17,1,-1.8,1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",51,4
2660,2013-10-25,1,2,3,3,3,"No",2,17,7,-0.11,4,-2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",29,2
2661,2013-03-22,2,3,9,6,6,"Yes",9,31,7,-0.3,2,-2.77,1,1,0.232375085557837,0,0,0,1,0,0,0,1,0,0,0,0,0,"Caucasian",41,30
2665,2013-05-01,2,3,9,6,4,"Yes",9,31,10,0.94,9,-0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",32,30
2668,2013-09-16,1,2,2,2,4,"Yes",4,21,4,-0.89,2,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",33,5
267,2013-03-14,2,3,4,3,2,"No",9,31,2,-1.3,1,-3.28,1,0,1.4194045174538,0,0,0,1,0,0,0,0,0,0,0,0,1,"Hispanic",55,5
2671,2013-03-21,2,3,8,5,5,"Yes",4,21,8,0.27,7,-1.34,1,1,0.0136892539356605,0,0,0,0,1,0,0,0,1,0,0,0,1,"African-American",26,18
2672,2013-05-02,2,3,9,6,6,"Yes",3,19,9,0.47,6,-1.57,1,0,1.19678302532512,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",27,16
2673,2013-01-18,1,2,3,3,1,"No",1,11,2,-1.13,4,-2.18,0,0,2.63809034907598,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",20,3
2681,2014-02-15,1,2,1,2,3,"No",2,17,3,-0.94,3,-2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",41,5
2682,2014-03-29,0,1,0,1,2,"No",2,16,2,-1.28,3,-2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",23,4
2688,2013-02-07,1,2,2,2,2,"No",1,14,1,-1.79,1,-3.16,1,1,0.0219028062970568,0,0,0,0,1,0,0,0,1,1,1,0,1,"African-American",31,18
2689,2013-04-08,2,3,4,3,4,"Yes",1,15,2,-1.39,2,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",25,3
2690,2013-07-18,2,3,5,4,2,"No",3,19,1,-1.7,1,-3.63,1,0,1.15999315537303,0,0,0,1,0,0,0,0,0,0,0,0,0,"Caucasian",50,9
2696,2013-10-30,1,2,1,2,1,"No",3,18,4,-0.69,1,-2.98,1,0,1.53832991101985,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",32,7
2702,2013-01-27,3,4,4,3,4,"Yes",6,24,7,0.04,9,-0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",19,3
2703,2014-01-22,1,2,3,3,1,"No",5,23,7,0,4,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",49,6
2713,2013-05-05,2,3,7,5,6,"Yes",3,20,2,-1.1,4,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",40,10
2714,2013-12-29,0,1,2,2,2,"No",6,24,6,-0.21,3,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",43,2
2720,2013-04-01,0,1,1,2,3,"No",1,13,1,-2.03,1,-3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",38,3
2722,2014-02-11,2,3,9,6,6,"Yes",6,25,9,0.6,6,-1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",33,25
2723,2013-04-12,2,3,7,5,5,"Yes",1,13,6,-0.15,5,-1.91,1,1,0.379876796714579,0,0,0,0,1,0,0,0,1,0,0,0,1,"African-American",22,218
2732,2013-01-23,2,3,9,6,6,"Yes",6,25,7,0.07,5,-1.91,1,0,1.87440109514031,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",44,53
2737,2014-03-06,6,5,8,5,3,"No",4,21,8,0.26,7,-1.44,1,1,0.0574948665297741,0,0,0,0,1,0,0,0,1,1,1,0,1,"African-American",24,13
2740,2013-04-29,2,3,6,4,6,"Yes",1,12,3,-0.88,3,-2.42,1,1,0.427618069815195,0,0,1,1,0,0,1,1,0,1,1,0,1,"African-American",29,16
2746,2013-12-24,1,2,1,2,1,"No",1,12,1,-1.95,1,-3.9,1,1,0.0793976728268309,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",45,4
2749,2013-05-11,2,3,6,4,3,"No",2,16,5,-0.42,3,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",39,13
2750,2013-05-23,2,3,8,5,5,"Yes",4,21,7,0.03,4,-2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",37,12
2753,2013-11-09,2,3,8,5,4,"Yes",5,22,9,0.57,4,-2.1,1,1,0.401779603011636,0,0,1,0,1,0,1,0,1,1,0,0,1,"African-American",25,8
2759,2014-02-06,2,3,5,4,3,"No",2,16,7,-0.09,4,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",29,13
2760,2013-03-11,1,2,4,3,2,"No",5,23,5,-0.36,4,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",33,5
2762,2013-11-10,1,2,5,4,5,"Yes",1,13,7,0.05,6,-1.54,1,0,1.97689938398357,0,0,1,1,0,0,0,0,0,1,0,0,1,"African-American",18,4
2764,2013-12-22,6,5,6,4,2,"No",3,20,4,-0.61,2,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",36,5
2766,2013-03-06,2,3,9,6,6,"Yes",2,17,8,0.21,7,-1.44,1,1,0.307494866529774,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",25,17
277,2013-02-03,2,3,9,6,4,"Yes",3,19,8,0.13,1,-3.2,1,1,0.0246406570841889,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",44,42
277,2014-01-04,2,3,9,6,6,"Yes",3,19,7,0.02,1,-3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",45,51
2771,2013-04-22,1,2,2,2,2,"No",2,16,1,-1.56,1,-3.32,1,0,0.877138945927447,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",34,11
2772,2013-02-03,2,3,7,5,5,"Yes",1,15,8,0.17,8,-1.05,1,1,0.427618069815195,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",20,8
2775,2013-04-14,2,3,9,6,4,"Yes",3,18,7,0.08,4,-2.09,1,1,0.0410677618069815,0,0,1,1,0,0,1,1,0,1,1,0,1,"Caucasian",29,16
2776,2013-01-12,2,3,7,5,4,"Yes",5,22,6,-0.18,2,-2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",37,25
2777,2013-04-01,0,1,3,3,3,"No",3,18,3,-0.9,3,-2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,2
2786,2013-05-27,0,1,1,2,3,"No",1,14,4,-0.59,5,-1.75,0,0,2.11344969199179,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",25,9
279,2013-10-25,1,2,1,2,1,"No",3,20,1,-1.73,1,-3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",55,3
2792,2013-09-05,2,3,7,5,5,"Yes",6,24,10,0.92,10,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",28,7
2793,2013-02-03,2,3,9,6,4,"Yes",7,26,10,0.95,9,-0.98,1,0,0.651779603011636,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",27,28
2794,2013-10-14,2,3,4,3,4,"Yes",5,22,4,-0.54,6,-1.7,1,0,1.06023271731691,0,1,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",25,10
2801,2014-03-07,2,3,5,4,4,"Yes",2,16,5,-0.33,2,-2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",27,8
2804,2014-02-26,2,3,5,4,3,"No",2,17,4,-0.68,2,-2.83,1,0,1.19678302532512,0,1,0,0,1,0,0,0,0,1,0,0,1,"African-American",42,14
2807,2013-03-27,2,3,9,6,4,"Yes",10,38,10,1.39,8,-1.23,1,1,0.424880219028063,0,0,0,1,0,0,0,1,0,1,1,0,1,"Hispanic",21,14
281,2013-06-11,1,2,2,2,4,"Yes",1,15,1,-1.48,1,-2.98,0,0,2.58213552361396,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",63,3
282,2014-02-17,2,3,6,4,5,"Yes",5,23,4,-0.73,3,-2.31,1,0,1.67214236824093,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",43,20
2821,2013-11-14,2,3,6,4,3,"No",6,23,4,-0.91,1,-3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",34,9
2825,2013-02-22,1,2,3,3,1,"No",1,12,3,-0.81,4,-2.14,1,1,0.0191649555099247,0,1,0,1,0,1,0,1,0,0,0,0,1,"Caucasian",20,7
2829,2013-10-06,1,2,4,3,4,"Yes",1,15,3,-0.95,3,-2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",22,6
2830,2013-02-14,2,3,7,5,4,"Yes",1,13,1,-1.65,1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",53,7
2837,2014-02-19,1,2,1,2,1,"No",3,19,1,-1.84,1,-3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",55,6
2841,2013-05-02,1,2,3,3,1,"No",2,17,5,-0.41,6,-1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",21,6
2848,2014-02-19,1,2,4,3,4,"Yes",3,20,8,0.13,9,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",21,4
2851,2014-02-02,2,3,6,4,5,"Yes",3,18,5,-0.4,1,-2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",37,11
2854,2014-03-16,2,3,7,5,4,"Yes",10,34,9,0.6,9,-0.97,1,1,0.082135523613963,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",29,29
2857,2013-01-08,1,2,6,4,2,"No",8,30,9,0.51,8,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,5
2859,2014-02-06,3,4,6,4,3,"No",6,24,8,0.12,2,-2.63,1,1,0.44678302532512,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",34,17
286,2013-08-28,2,3,8,5,3,"No",3,20,10,0.65,7,-1.48,1,0,0.793805612594114,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",29,19
2862,2013-03-20,1,2,1,2,1,"No",6,24,6,-0.18,7,-1.33,1,1,0.374401095140315,0,1,0,0,1,1,0,0,1,0,0,0,1,"African-American",23,3
2862,2013-08-05,1,2,2,2,1,"No",1,15,7,-0.01,7,-1.35,1,0,0.935831622176591,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",23,7
2864,2013-10-02,1,2,3,3,1,"No",2,16,4,-0.73,2,-2.7,1,0,1.11344969199179,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",32,11
2865,2013-08-21,1,2,4,3,2,"No",1,13,4,-0.65,6,-1.62,1,0,0.791067761806982,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",19,9
